"discount2","discount3","discount5"
434.4818711518947,238.74592928576283,103.28617388291828
3027.8859522386615,1663.1828478267016,719.3120426290949
9427.700629611034,5176.3853033270425,2237.98204754014
21102.880381933865,11581.42043401508,5005.1765012392025
