backstop_price
344
342.28
340.56
338.84
337.12
335.4
333.723
332.046
330.369
328.692
327.015
325.379925
323.74485
322.109775
320.4747
318.839625
317.2454269
315.6512288
314.0570306
312.4628325
310.8686344
309.3142912
307.759948
306.2056049
304.6512617
303.0969185
301.5814339
300.0659493
298.5504648
297.0349802
295.5194956
294.0418981
292.5643006
291.0867032
289.6091057
288.1315082
286.6908507
285.2501931
283.8095356
282.368878
280.9282205
279.5235794
278.1189383
276.7142971
275.309656
273.9050149
272.5354898
271.1659648
269.7964397
268.4269147
267.0573896
265.7221026
264.3868157
263.0515287
261.7162418
260.3809548
259.07905
257.7771453
256.4752405
255.1733358
253.871431
252.6020738
251.3327167
250.0633595
248.7940024
247.5246452
246.287022
245.0493988
243.8117755
242.5741523
241.3365291
240.1298464
238.9231638
237.7164811
236.5097985
235.3031158
234.1266002
232.9500846
231.7735691
230.5970535
229.4205379
228.2734352
227.1263325
225.9792299
224.8321272
223.6850245
222.5665994
221.4481743
220.3297491
219.211324
218.0928989
217.0024344
215.9119699
214.8215054
213.7310409
212.6405764
211.5773735
210.5141706
209.4509678
208.3877649
207.324562
206.2879392
205.2513164
204.2146935
203.1780707
202.1414479
201.1307407
200.1200334
199.1093262
198.0986189
197.0879117
196.1024722
195.1170326
194.1315931
193.1461535
192.160714
191.1999104
190.2391068
189.2783033
188.3174997
187.3566961
186.4199126
185.4831291
184.5463457
183.6095622
182.6727787
181.7594148
180.8460509
179.932687
179.0193231
178.1059592
177.2154294
176.3248996
175.4343699
174.5438401
173.6533103
172.7850437
171.9167772
171.0485106
170.1802441
169.3119775
168.4654176
167.6188577
166.7722979
165.925738
165.0791781
164.2537822
163.4283863
162.6029904
161.7775945
160.9521986
160.1474376
159.3426766
158.5379156
157.7331546
156.9283936
156.1437516
155.3591097
154.5744677
153.7898258
153.0051838
152.2401579
151.475132
150.710106
149.9450801
149.1800542
148.4341539
147.6882537
146.9423534
146.1964532
145.4505529
144.7233001
143.9960473
143.2687946
142.5415418
141.814289
141.1052176
140.3961461
139.6870747
138.9780032
138.2689318
137.5775871
136.8862425
136.1948978
135.5035532
134.8122085
134.1381475
133.4640864
132.7900254
132.1159643
131.4419033
130.7846938
130.1274843
129.4702747
128.8130652
128.1558557
127.5150764
126.8742971
126.2335179
125.5927386
124.9519593
124.3271995
123.7024397
123.0776799
122.4529201
121.8281603
121.2190195
120.6098787
120.0007379
119.3915971
118.7824563
118.188544
117.5946317
117.0007195
116.4068072
115.8128949
115.2338304
114.6547659
114.0757015
113.496637
112.9175725
112.3529846
111.7883968
111.2238089
110.6592211
110.0946332
109.54416
108.9936869
108.4432137
107.8927406
107.3422674
106.8055561
106.2688447
105.7321334
105.195422
104.6587107
104.1354172
103.6121236
103.0888301
102.5655365
102.042243
101.5320318
101.0218206
100.5116093
100.0013981
99.49118688
98.99373095
98.49627501
97.99881908
97.50136314
97.00390721
96.51888767
96.03386814
95.5488486
95.06382907
94.57880953
94.10591548
93.63302143
93.16012739
92.68723334
92.21433929
91.75326759
91.29219589
90.8311242
90.3700525
89.9089808
89.4594359
89.00989099
88.56034609
88.11080118
87.66125628
87.22295
86.78464372
86.34633744
85.90803116
85.46972488
85.04237626
84.61502763
84.18767901
83.76033038
83.33298176
82.91631685
82.49965194
82.08298703
81.66632212
81.24965721
80.84340892
80.43716064
80.03091235
79.62466407
79.21841578
