tfp
4.02453256
4.17316973
4.312991444
4.44437734
4.567790157
4.683742978
4.792772132
4.895416016
4.99219947
5.083622981
5.170155844
5.25589778
5.337323718
5.414819362
5.488734246
5.559383493
5.627050115
5.691987596
5.754422565
5.814557429
5.872572888
5.894079234
5.916286597
5.939038733
5.96220418
5.985672055
6.009348657
6.033154702
6.057023059
6.080896886
6.104728075
6.110726494
6.117712999
6.125537936
6.134072632
6.143206163
6.152842684
6.162899228
6.173303861
6.183994135
6.194915783
6.200296465
6.20625238
6.212701569
6.219572472
6.226802528
6.23433697
6.242127814
6.250132981
6.258315554
6.266643127
6.283169808
6.299523425
6.315705362
6.331717134
6.347560363
6.363236767
6.37874814
6.394096336
6.409283261
6.42431086
6.44446418
6.464266357
6.483736828
6.50289325
6.521751676
6.54032672
6.558631698
6.576678763
6.594479018
6.612042625
6.634090111
6.655736792
6.677006795
6.697921992
6.718502224
6.738765504
6.758728197
6.778405187
6.797810024
6.81695506
6.843787136
6.870060531
6.895813225
6.921079617
6.945890865
6.970275194
6.994258179
7.017863005
7.041110699
7.064020348
7.055195042
7.047617782
7.041139006
7.035627926
7.03096989
7.027064173
7.023822116
7.021165544
7.019025426
7.017340721
7.016057395
7.015127563
7.014508757
7.014163285
7.014057669
7.014162164
7.014450328
7.014898649
7.015486215
7.016194426
7.017006738
7.017908436
7.018886433
7.019929095
7.021026082
7.022168209
7.02334732
7.024556179
7.025788373
7.02703822
7.028300693
7.029571353
7.030846279
7.032122021
7.033395544
7.034664186
7.035925618
7.037177808
7.03841899
7.039647634
7.040862422
7.042062225
7.04324608
7.044413176
7.045562835
7.046694496
7.047807707
7.048902106
7.049977416
7.051033435
7.052070026
7.053087107
7.054084652
7.055062675
7.056021233
7.056960416
7.057880346
7.058781171
7.059663061
7.060526206
7.061370816
7.062197111
7.063005328
7.063795713
7.064568519
7.065324009
7.066062449
7.066784113
7.067489276
7.068178215
7.068851212
7.069508546
7.0701505
7.070777352
7.071389384
7.071986873
7.072570096
7.073139328
7.073694841
7.074236903
7.074765783
7.075281742
7.075785041
7.076275937
7.076754682
7.077221527
7.077676717
7.078120494
7.078553096
7.078974758
7.07938571
7.079786179
7.080176387
7.080556553
7.080926893
7.081287616
7.081638931
7.08198104
7.082314144
7.082638438
7.082954114
7.083261362
7.083560365
7.083851305
7.084134361
7.084409706
7.084677512
7.084937945
7.085191171
7.085437349
7.085676639
7.085909194
7.086135166
7.086354704
7.086567952
7.086775054
7.086976148
7.087171372
7.087360859
7.087544741
7.087723146
7.0878962
7.088064025
7.088226744
7.088384473
7.088537328
7.088685424
7.08882887
7.088967775
7.089102246
7.089232386
7.089358298
7.089480081
7.089597834
7.08971165
7.089821625
7.089927849
7.090030413
7.090129404
7.090224907
7.090317007
7.090405787
7.090491326
7.090573703
7.090652996
7.09072928
7.090802628
7.090873114
7.090940806
7.091005775
7.091068089
7.091127813
7.091185011
7.091239749
7.091292086
7.091342085
7.091389804
7.091435301
7.091478633
7.091519855
7.091559022
7.091596186
7.0916314
7.091664714
7.091696179
7.091725841
7.09175375
7.091779951
7.091804489
7.09182741
7.091848756
7.091868569
7.091886892
7.091903765
7.091919227
7.091933317
7.091946072
7.091957531
7.091967729
7.091976702
7.091984483
7.091991107
7.091996607
7.092001015
7.092004362
7.092006679
7.092007997
7.092008344
7.09200775
7.092006242
7.092003848
7.092000594
7.091996508
7.091991613
7.091985936
7.0919795
7.091972329
7.091964447
7.091955876
7.091946639
