v YEARS/GAS >,TOTAL_INCLVOLCANIC_RF,VOLCANIC_ANNUAL_RF,SOLAR_RF,TOTAL_ANTHRO_RF,GHG_RF,KYOTOGHG_RF,CO2CH4N2O_RF,CO2_RF,NON_CO2_RF,CH4_RF,N2O_RF,FGASSUM_RF,MHALOSUM_RF,CF4,C2F6,C6F14,HFC23,HFC32,HFC43_10,HFC125,HFC134a,HFC143a,HFC227ea,HFC245fa,SF6,CFC_11,CFC_12,CFC_113,CFC_114,CFC_115,CARB_TET,MCF,HCFC_22,HCFC_141B,HCFC_142B,HALON1211,HALON1202,HALON1301,HALON2402,CH3BR,CH3CL,TOTAER_DIR_RF,OCI_RF,BCI_RF,SOXI_RF,NOXI_RF,BIOMASSAER_RF,MINERALDUST_RF,CLOUD_TOT_RF,STRATOZ_RF,TROPOZ_RF,CH4OXSTRATH2O_RF,LANDUSE_RF,BCSNOW_RF
2030,3.1649293,0,0.025655,3.1392743,3.7950768,3.5081769,3.4221956,2.5829415,0.5563328,0.61480394,0.22445017,0.085981223,0.28689996,0.006356623,0.0015827387,0.000077640191,0.0051416005,0.0039403234,0.00085457697,0.011157052,0.028751695,0.0060805732,0.00071934883,0.014332659,0.0069863922,0.041502541,0.13963018,0.017319019,0.0047781502,0.0016244766,0.0051025753,0.000014405039,0.067084067,0.0037217078,0.0039541475,0.0006418126,0,0.00089671803,0.000042596798,0.0000072798424,0.00058028908,-0.36409075,-0.045417789,0.16912833,-0.29125977,-0.10679502,0.0102535,-0.1,-0.65672356,-0.009896415,0.42026741,0.10539039,-0.23469462,0.083945011
2031,3.2768726,0,0.07252875,3.2043439,3.8501025,3.5651164,3.4764253,2.6261583,0.5781856,0.62234742,0.22791957,0.088691089,0.28498607,0.0064384318,0.0016129701,0.000078592004,0.0051345449,0.0040436145,0.0008776872,0.011666012,0.029792584,0.006314217,0.00070476887,0.014838024,0.0071896422,0.040686299,0.13812928,0.017085616,0.0047598166,0.0016233817,0.0048811566,0.000011833746,0.068079096,0.0037431648,0.0038563327,0.00061416975,0,0.00088789262,0.000040521232,0.000007221683,0.00058028908,-0.35949146,-0.045207136,0.16699382,-0.28500346,-0.10590426,0.009629587,-0.1,-0.65264723,-0.0089755151,0.42157596,0.10669413,-0.23576707,0.082852578
2032,3.4169293,0,0.14625187,3.2706774,3.9056507,3.6226558,3.5312942,2.6697873,0.6008901,0.63007446,0.23143238,0.091361649,0.28299487,0.0065203603,0.0016432529,0.000079513207,0.0051269583,0.0041412164,0.00090037621,0.012177755,0.030831545,0.0065486745,0.00069046318,0.015305405,0.0073961296,0.039876888,0.13662763,0.016853988,0.004741444,0.0016222775,0.0046681106,0.0000097249356,0.06898315,0.003762589,0.0037570543,0.00058729067,0,0.00087878176,0.000038533239,0.0000071217356,0.00058028908,-0.35384614,-0.044988553,0.16467173,-0.27791577,-0.10476951,0.0091559649,-0.1,-0.64794322,-0.0081038067,0.42205458,0.10802981,-0.23682837,0.081663847
2033,3.5182644,0,0.18119062,3.3370738,3.9619919,3.6811401,3.5871662,2.7140357,0.6230381,0.63814168,0.23498875,0.093973973,0.28085173,0.0066021054,0.0016734812,0.000080434967,0.0051189957,0.0042329153,0.00092275015,0.012697454,0.031871597,0.0067860562,0.00067674774,0.015706242,0.0076051941,0.039073355,0.13512418,0.016623861,0.0047230104,0.0016211628,0.0044629224,0.0000079952321,0.069725612,0.0037783419,0.0036567984,0.00056118426,0,0.00086939147,0.000036627678,0.0000069920064,0.00058028908,-0.34820083,-0.044769969,0.16234964,-0.27082809,-0.10363476,0.0086823427,-0.1,-0.64319615,-0.0072808871,0.42173863,0.10942454,-0.2378785,0.080475116
2034,3.5950747,0,0.19056187,3.4045128,4.0192488,3.7407433,3.6442038,2.7590846,0.6454282,0.64653114,0.23858802,0.096539525,0.27850547,0.0066836671,0.0017036549,0.000081357285,0.0051106652,0.0043201411,0.00094485451,0.013225087,0.032913804,0.0070263764,0.00066361103,0.016049472,0.0078168348,0.038277104,0.13362148,0.016395491,0.0047045358,0.0016200419,0.0042655723,0.0000065763156,0.070251986,0.0037890684,0.0035560011,0.00053587777,0,0.00085975731,0.000034805362,0.0000068850087,0.00058028908,-0.34255552,-0.044551385,0.16002755,-0.2637404,-0.1025,0.0082087206,-0.1,-0.63840511,-0.0065055969,0.42148611,0.11087524,-0.23891747,0.079286384
2035,3.6471817,0,0.17415125,3.4730305,4.0774575,3.8015407,3.7024726,2.8050206,0.6680099,0.65522251,0.24222951,0.099068065,0.27591679,0.0067650455,0.0017337741,0.00008228016,0.0051019734,0.0044040198,0.00096672928,0.013760621,0.033959073,0.0072696445,0.00065104028,0.016342814,0.008031051,0.037489204,0.13212154,0.016169066,0.0046860357,0.0016189158,0.0040759655,0.0000054120791,0.070520553,0.0037936132,0.0034550275,0.00051138703,0,0.00084991634,0.000033066714,0.0000068057564,0.00058028908,-0.3369102,-0.044332802,0.15770547,-0.25665271,-0.10136525,0.0077350984,-0.1,-0.63356916,-0.0057697749,0.42129135,0.11237842,-0.23994528,0.078097653
2036,3.6727632,0,0.13018687,3.5425763,4.1365725,3.8635156,3.7619475,2.8518385,0.6907378,0.66419646,0.24591259,0.10156809,0.27305689,0.0068462407,0.0017638389,0.000083203592,0.0050929263,0.0044854627,0.00098841166,0.014304031,0.035008256,0.0075158711,0.00063902239,0.016592986,0.0082478419,0.036710575,0.13062617,0.015944751,0.0046675241,0.0016177854,0.0038939735,0.000004456514,0.070500372,0.0037910082,0.003354185,0.00048772963,0,0.00083990371,0.000031408335,0.0000067534228,0.00058028908,-0.33126489,-0.044114218,0.15538338,-0.24956503,-0.1002305,0.0072614762,-0.1,-0.62868735,-0.0050706896,0.42114895,0.11393077,-0.24096193,0.076908922
2037,3.6991564,0,0.086078125,3.6130783,4.1965324,3.9266259,3.8225786,2.8995034,0.7135749,0.67343861,0.24963658,0.10404732,0.26990652,0.0069272527,0.0017938491,0.000084127581,0.0050835304,0.0045652489,0.0010099393,0.014855323,0.036062279,0.0077650745,0.00062754504,0.016805939,0.0084672066,0.035942208,0.12913735,0.015722738,0.0046490178,0.0016166516,0.0037194797,0.0000036719652,0.070169671,0.0037804698,0.0032537427,0.0004649173,0,0.00082974981,0.000029823405,0.0000067317585,0.00058028908,-0.32561957,-0.043895634,0.15306129,-0.24247734,-0.099095746,0.0067878541,-0.1,-0.62375867,-0.0044132343,0.42105472,0.11552983,-0.24196742,0.07572019
2038,3.7436444,0,0.059268125,3.6843762,4.2571872,3.9907371,3.8842258,2.9479034,0.7364728,0.6829216,0.25340083,0.10651131,0.26645012,0.0070080817,0.0018238048,0.000085052128,0.0050737883,0.0046438508,0.0010313357,0.015414415,0.037121544,0.0080172463,0.00061659247,0.016986459,0.0086891444,0.035184288,0.12765572,0.015503038,0.0046305189,0.0016155145,0.0035522221,0.0000030274839,0.069512871,0.0037612808,0.0031538984,0.00044294158,0,0.0008194723,0.000028312026,0.0000067203962,0.00058028908,-0.31997426,-0.043677051,0.1507392,-0.23538965,-0.097960993,0.0063142319,-0.1,-0.61878209,-0.0037969099,0.42100167,0.11717089,-0.24296174,0.074531459
2039,3.799453,0,0.043176875,3.7562761,4.3183563,4.0556809,3.946717,2.9969033,0.7593728,0.69260899,0.25720469,0.10896392,0.26267542,0.0070887275,0.0018537061,0.00008597723,0.0050636993,0.0047215109,0.0010526127,0.015981146,0.038186015,0.0082723542,0.0006061464,0.017138369,0.0089136544,0.034436397,0.12618093,0.015285524,0.004612018,0.0016143736,0.0033918448,0.0000024976893,0.068519519,0.0037327936,0.0030547918,0.00042178808,0,0.00080907922,0.000026873842,0.0000066979136,0.00058028908,-0.31432895,-0.043458467,0.14841712,-0.22830196,-0.096826241,0.0058406098,-0.1,-0.61375654,-0.0032211732,0.42098093,0.11884767,-0.24394491,0.073342728
2040,3.860599,0,0.032265625,3.8283334,4.3799343,4.1213583,4.0099498,3.0464317,0.7819017,0.7024705,0.26104753,0.11140857,0.25857597,0.0071691903,0.0018835528,0.00008690289,0.0050532633,0.0047984452,0.0010737825,0.016555372,0.039255709,0.0085303696,0.00059618971,0.017265051,0.0091407359,0.033698295,0.12471287,0.015070111,0.004593509,0.0016132284,0.0032380407,0.0000020618807,0.067184327,0.0036944984,0.0029565443,0.00040144537,0,0.00079858116,0.000025501432,0.0000066636756,0.00058028908,-0.30882397,-0.0432442,0.1463732,-0.22179922,-0.095754865,0.0056011192,-0.1,-0.60901283,-0.0026866401,0.42098519,0.12055494,-0.244917,0.072299444
2041,3.925815,0,0.025655,3.90016,4.4418768,4.1877266,4.0738781,3.0964671,0.8036929,0.71248233,0.2649287,0.11384846,0.25415028,0.00724947,0.0019133451,0.000087829105,0.0050424808,0.0048748621,0.0010948589,0.017136976,0.040330739,0.0087912706,0.00058670662,0.017369534,0.009370388,0.032969949,0.12325174,0.014856761,0.0045749894,0.0016120787,0.0030905492,0.0000017031592,0.065506258,0.0036460106,0.002859255,0.00038189458,0,0.00078798555,0.000024191515,0.0000066227764,0.00058028908,-0.30359968,-0.043038568,0.14488562,-0.21646638,-0.094810243,0.0058298918,-0.1,-0.60489135,-0.0021920349,0.42100871,0.1222886,-0.24587816,0.071547056
2042,4.044936,0,0.07252875,3.9724072,4.5042967,4.2548548,4.1385937,3.1471165,0.8252907,0.72264463,0.26883262,0.11626106,0.24944189,0.0073297739,0.0019431584,0.000088753679,0.0050314384,0.0049422978,0.0011159764,0.017722712,0.041403909,0.0090535106,0.00057740932,0.017450096,0.0096020211,0.032251349,0.12179773,0.014645445,0.0045564574,0.0016109244,0.0029491261,0.00000140767,0.063528163,0.0035879748,0.0027630817,0.00036311829,0,0.00077730641,0.000022944609,0.0000065738666,0.00058028908,-0.29851572,-0.042837253,0.14367621,-0.21171848,-0.093928998,0.006292796,-0.1,-0.6010721,-0.0017367705,0.42127482,0.1240487,-0.24682848,0.070940114
2043,4.1916415,0,0.14625187,4.0453896,4.5671991,4.3226746,4.2040514,3.1983817,0.8470079,0.73292592,0.27274379,0.11862318,0.2445245,0.0074103095,0.0019730682,0.000089674412,0.0050202148,0.004993377,0.0011372331,0.01830918,0.042467268,0.0093154966,0.00056801133,0.017504296,0.0098350459,0.031541139,0.1203487,0.014435806,0.0045378821,0.0016097635,0.0028133314,0.0000011640093,0.061326522,0.0035218322,0.0026681978,0.00034509292,0,0.00076654118,0.000021756738,0.0000064735659,0.00058028908,-0.29343177,-0.042635938,0.14246679,-0.20697057,-0.093047752,0.0067557002,-0.1,-0.59722588,-0.00132312,0.42177633,0.12582979,-0.24776795,0.070333173
2044,4.300067,0,0.18119062,4.1188763,4.6305958,4.3911342,4.2701943,3.2502464,0.8686299,0.74328614,0.27666177,0.1209399,0.2394616,0.0074910767,0.0020030745,0.000090591306,0.0050088048,0.005030735,0.001158607,0.018896277,0.043520966,0.0095772068,0.00055850893,0.017534586,0.010069462,0.030838511,0.11890338,0.014227617,0.0045192429,0.0016085947,0.0026828314,0.00000096293071,0.058966,0.0034489527,0.0025747881,0.00032779651,0,0.00075568339,0.000020624495,0.0000063303388,0.00058028908,-0.28834782,-0.042434623,0.14125738,-0.20222267,-0.092166507,0.0072186044,-0.1,-0.59335227,-0.00095457824,0.4222806,0.12762495,-0.24869659,0.069726232
2045,4.3836583,0,0.19056187,4.1930964,4.6947183,4.4604044,4.3371853,3.3028683,0.8902281,0.75373085,0.28058613,0.12321919,0.23431385,0.0075720756,0.0020331772,0.000091504363,0.0049972132,0.0050570213,0.0011801143,0.01948423,0.04456669,0.0098387133,0.00054890735,0.017544271,0.010305268,0.03014451,0.11746361,0.014021096,0.0045005591,0.0016074191,0.0025575877,0.00000079695599,0.05650245,0.003370724,0.0024830852,0.00031122026,0,0.00074475758,0.000019545809,0.0000062041322,0.00058028908,-0.28326386,-0.042233308,0.14004797,-0.19747477,-0.091285262,0.0076815086,-0.1,-0.58945081,-0.00063590839,0.42278866,0.12943515,-0.24961438,0.069119291
2046,4.4423382,0,0.17415125,4.268187,4.7597068,4.5305761,4.4051084,3.3563298,0.9118572,0.76426205,0.28451651,0.12546776,0.22913068,0.0076533061,0.0020633764,0.000092413582,0.0049854439,0.0050743697,0.0012017682,0.020073245,0.045605922,0.010100082,0.00053921081,0.017536158,0.010542465,0.029459949,0.11603091,0.013816416,0.0044818462,0.0016062376,0.0024375229,0.0000006599172,0.053981466,0.003288346,0.0023932728,0.00029535339,0,0.0007337911,0.000018518536,0.0000061031105,0.00058028908,-0.27817991,-0.042031993,0.13883856,-0.19272687,-0.090404017,0.0081444128,-0.1,-0.58552106,-0.00037144039,0.42330077,0.13126075,-0.25052132,0.06851235
2047,4.4743849,0,0.13018687,4.344198,4.8256189,4.6016665,4.4739751,3.4106416,0.9335564,0.7748808,0.28845268,0.12769144,0.22395236,0.0077347683,0.0020936721,0.000093318966,0.0049735003,0.0050845163,0.0012235805,0.020663519,0.04664004,0.010361376,0.00052942294,0.017512675,0.010781052,0.028785502,0.11460663,0.013613727,0.0044631185,0.0016050511,0.0023225372,0.00000054673051,0.051440048,0.0032028558,0.0023055033,0.00028017903,0,0.00072280316,0.000017544139,0.0000060271514,0.00058028908,-0.27309596,-0.041830678,0.13762915,-0.18797897,-0.089522772,0.008607317,-0.1,-0.58156252,-0.00016935337,0.423817,0.13310193,-0.25141743,0.067905409
2048,4.5072045,0,0.086078125,4.4211264,4.8924638,4.6736516,4.5437559,3.4657699,0.9553565,0.78559147,0.29239448,0.12989568,0.2188122,0.0078164624,0.0021240642,0.000094220516,0.0049613869,0.0050889214,0.0012455662,0.021255285,0.047670493,0.010622671,0.00051954774,0.017476037,0.011021028,0.028121902,0.11319224,0.013413199,0.0044443928,0.0016038607,0.0022125365,0.00000045321302,0.048908172,0.0031151634,0.0022199019,0.0002656814,0,0.00071181421,0.000016616778,0.0000059801154,0.00058028908,-0.268012,-0.041629363,0.13641974,-0.18323107,-0.088641527,0.0090702211,-0.1,-0.57757474,-0.000043930828,0.42433807,0.13495948,-0.25230269,0.067298468
2049,4.5581383,0,0.059268125,4.4988701,4.9601492,4.7464148,4.614331,3.5216066,0.9772635,0.79638269,0.29634174,0.13208386,0.21373437,0.0078983882,0.0021545527,0.000095118233,0.004949104,0.005088595,0.0012677252,0.021848632,0.048698009,0.010883999,0.00050958593,0.017427756,0.011262394,0.027469233,0.11178809,0.013214844,0.0044256717,0.0016026664,0.0021073393,0.00000037590575,0.046408971,0.0030259921,0.0021365453,0.00025184024,0,0.00070083982,0.000015734157,0.0000059419166,0.00058028908,-0.26292805,-0.041428048,0.13521033,-0.17848317,-0.087760282,0.0095331253,-0.1,-0.57355721,-0.0000011533841,0.42486148,0.13683143,-0.25317711,0.066691527
2050,4.6193392,0,0.043176875,4.5761623,5.0285404,4.8198047,4.685547,3.5780214,0.9981409,0.80723136,0.30029432,0.13425768,0.2087357,0.0079805458,0.0021851376,0.000096012118,0.0049366493,0.0050842072,0.0012900443,0.022443525,0.049722717,0.011145361,0.00049953577,0.0173688,0.011505147,0.026827095,0.11039364,0.013018556,0.0044069462,0.0016014676,0.0020067069,0.00000031195452,0.043959997,0.0029359163,0.0020554702,0.00023863274,0,0.00068988078,0.000014897449,0.0000058912753,0.00058028908,-0.2586799,-0.041222517,0.13403232,-0.17430902,-0.086979369,0.0097986941,-0.1,-0.56985626,0,0.42538233,0.13871377,-0.25404045,0.066102374
2051,4.6840569,0,0.032265625,4.6517913,5.0975626,4.893733,4.7573141,3.6349415,1.0168498,0.81812047,0.30425205,0.13641891,0.20382964,0.0080629351,0.002215819,0.000096902173,0.004924021,0.0050763488,0.0013125146,0.023039958,0.050744856,0.011406764,0.00048939628,0.017300111,0.011749289,0.026195261,0.10900865,0.01282427,0.0043882115,0.0016002641,0.0019104353,0.00000025901855,0.041574949,0.0028454489,0.0019767026,0.00022603384,0,0.00067893461,0.000014104246,0.0000058289871,0.00058028908,-0.25610335,-0.041008556,0.13291712,-0.17128238,-0.086399121,0.0096695919,-0.1,-0.56682519,0,0.4258971,0.14060358,-0.25489226,0.065548797
2052,4.7525952,0,0.025655,4.7269402,5.1670022,4.9679763,4.8294049,3.6923356,1.0346046,0.82885883,0.30821047,0.13857148,0.1990259,0.0081452023,0.0022464747,0.000097789666,0.00491126,0.0050742243,0.0013353319,0.023635495,0.051757008,0.011667171,0.00047928472,0.017225978,0.011996261,0.025573695,0.1076332,0.012631971,0.0043694669,0.0015990557,0.0018183525,0.00000021516489,0.039263327,0.0027549563,0.0019002366,0.00021402139,0,0.00066801454,0.000013348748,0.0000057555879,0.00058028908,-0.2543626,-0.040790378,0.13183332,-0.16882949,-0.085919205,0.0093431543,-0.1,-0.56412607,0,0.4266783,0.14246764,-0.25573231,0.065013009
2053,4.8750415,0,0.07252875,4.8025127,5.2366651,5.042334,4.9016168,3.7501795,1.0523332,0.83927214,0.3121651,0.14071717,0.19433114,0.0082269934,0.0022769827,0.000098675868,0.0048984056,0.0050854064,0.0013586747,0.024227701,0.052751905,0.011925546,0.00046931453,0.017150056,0.012247505,0.024962334,0.10626731,0.012441635,0.0043507113,0.0015978422,0.0017302899,0.00000017880413,0.037031783,0.0026647317,0.0018260412,0.00020257442,0,0.00065712691,0.000012629058,0.0000056690352,0.00058028908,-0.25262185,-0.0405722,0.13074952,-0.16637659,-0.085439289,0.0090167167,-0.1,-0.56141421,0,0.42769139,0.14427569,-0.25656059,0.064477221
2054,5.0243165,0,0.14625187,4.8780647,5.3064211,5.1166753,4.9738245,3.80836,1.0697047,0.84934866,0.31611587,0.14285077,0.18974582,0.0083083085,0.0023073432,0.000099560777,0.0048854472,0.0051070741,0.0013824698,0.024816272,0.053728742,0.012181807,0.00045947288,0.017071253,0.012503019,0.024360043,0.10490891,0.012252958,0.0043319149,0.0015966219,0.0016459627,0.00000014863001,0.034884517,0.0025749948,0.0017540621,0.00019166618,0,0.00064625841,0.000011946503,0.0000055309491,0.00058028908,-0.25088109,-0.040354023,0.12966572,-0.1639237,-0.084959373,0.008690279,-0.1,-0.5586895,0,0.4286242,0.14602565,-0.25737711,0.063941433
2055,5.1347867,0,0.18119062,4.953596,5.3762687,5.190998,5.0460292,3.8668774,1.0867186,0.85908905,0.32006266,0.14496883,0.18527067,0.0083891473,0.0023375559,0.0001004444,0.0048723771,0.005137033,0.0014066593,0.025401007,0.054687221,0.012435904,0.00044974963,0.016988924,0.012762803,0.023766136,0.10355675,0.012065746,0.0043130582,0.0015953932,0.0015651521,0.00000012357213,0.032824453,0.0024859751,0.0016842675,0.0001812747,0,0.00063540352,0.000011298935,0.0000053485957,0.00058028908,-0.24914034,-0.040135845,0.12858192,-0.16147081,-0.084479457,0.0083638414,-0.1,-0.55595178,0,0.42947815,0.14771759,-0.25818187,0.063405644
2056,5.2199133,0,0.19056187,5.0293514,5.4464338,5.2655222,5.1184494,3.9259045,1.1034469,0.86853949,0.32400542,0.14707277,0.1809116,0.0084695099,0.0023676211,0.00010132672,0.0048591977,0.0051740022,0.0014312348,0.025982174,0.0556291,0.012687914,0.00044014257,0.016903696,0.013026854,0.02318138,0.10221237,0.01188019,0.0042941605,0.0015941574,0.0014878151,0.00000010276102,0.03085462,0.0023980092,0.0016166726,0.00017138379,0,0.00062457699,0.000010684961,0.0000051814609,0.00058028908,-0.24739959,-0.039917668,0.12749813,-0.15901791,-0.083999541,0.0080374038,-0.1,-0.55320092,0,0.43026368,0.14935951,-0.25897486,0.062869856
2057,5.2796233,0,0.17415125,5.1054721,5.5170419,5.3403696,5.1912057,3.9855223,1.1199498,0.87773924,0.32794412,0.14916393,0.17667236,0.0085493963,0.0023975387,0.00010220776,0.0048459109,0.0052169042,0.0014561872,0.026560019,0.056555959,0.012937908,0.0004306492,0.016816073,0.013295172,0.02260637,0.10087702,0.011696447,0.0042752377,0.0015929154,0.0014138872,0.000000085474817,0.028976528,0.0023113776,0.0015512778,0.00016197684,0,0.00061380329,0.000010103166,0.0000050382783,0.00058028908,-0.24565884,-0.03969949,0.12641433,-0.15656502,-0.083519625,0.0077109661,-0.1,-0.55043677,0,0.4309896,0.15095819,-0.25975609,0.062334068
2058,5.3122143,0,0.13018687,5.1820274,5.5881487,5.4155936,5.26435,4.0457482,1.1362792,0.88672301,0.33187872,0.15124362,0.17255512,0.0086288067,0.0024273087,0.00010308751,0.0048325187,0.0052648483,0.0014815083,0.027134782,0.057469288,0.013185959,0.00042126699,0.016726495,0.013567754,0.022041586,0.099551806,0.011514648,0.0042563044,0.0015916683,0.0013432899,0.000000071114254,0.027190466,0.0022263146,0.0014880766,0.0001530373,0,0.00060309267,0.0000095521369,0.0000049190699,0.00058028908,-0.24391809,-0.039481313,0.12533053,-0.15411213,-0.083039709,0.0073845285,-0.1,-0.54765919,0,0.4316636,0.15251965,-0.26052555,0.06179828
2059,5.3451301,0,0.086078125,5.259052,5.6597748,5.4912135,5.3378998,4.1065645,1.1524875,0.89552604,0.33580923,0.15331366,0.16856135,0.008707741,0.0024569311,0.00010396597,0.0048190239,0.0053171518,0.0015071952,0.02770675,0.058370701,0.013432149,0.00041199403,0.016635453,0.013844601,0.02148754,0.098237959,0.011334943,0.0042373775,0.0015904169,0.0012759478,0.000000059182757,0.025495873,0.0021430222,0.0014270494,0.0001445496,0,0.00059246252,0.0000090305325,0.000004827774,0.00058028908,-0.24217734,-0.039263135,0.12424673,-0.15165923,-0.082559793,0.0070580909,-0.1,-0.54486804,0,0.43229331,0.15405,-0.26128325,0.061262491
2060,5.3954697,0,0.059268125,5.3362016,5.7318382,5.5671487,5.4117745,4.1678751,1.1683265,0.90416376,0.33973563,0.15537419,0.16468952,0.0087861992,0.002486406,0.00010484314,0.004805426,0.0053730654,0.0015332288,0.028276027,0.05926096,0.013676514,0.00040282614,0.016542989,0.01412571,0.020944242,0.096935716,0.011157347,0.0042184602,0.0015891616,0.0012117347,0.000000049266505,0.023891037,0.0020616274,0.0013681623,0.00013649098,0,0.00058192081,0.0000085368734,0.0000047448163,0.00058028908,-0.24055369,-0.039061823,0.12323412,-0.14938413,-0.082104232,0.0067623691,-0.1,-0.54224986,0,0.43288237,0.15555189,-0.26202865,0.060761305
2061,5.4562615,0,0.043176875,5.4130846,5.8042172,5.6432813,5.4858571,4.2295627,1.1835219,0.91263655,0.34365791,0.15742414,0.16093591,0.0088641813,0.0025157333,0.00010571902,0.0047917215,0.0054318116,0.0015595759,0.028842563,0.060140128,0.013919048,0.00039375749,0.01644882,0.01441108,0.020411331,0.095644549,0.010981771,0.0041995447,0.0015879018,0.001150492,0.00000004102144,0.022373402,0.0019821968,0.0013113666,0.00012884313,0,0.00057146219,0.0000080696148,0.0000046497204,0.00058028908,-0.23916425,-0.038894242,0.12236389,-0.14746459,-0.08169738,0.006528079,-0.1,-0.53999374,0,0.43343138,0.15702537,-0.26276065,0.060329322
2062,5.5218563,0,0.032265625,5.4895907,5.8764763,5.7191794,5.5597165,4.2913522,1.1982385,0.92079151,0.34757284,0.15946284,0.15729695,0.0089419471,0.0025450213,0.00010659378,0.004777944,0.0054929789,0.0015862237,0.029406739,0.061010043,0.014159746,0.00038485205,0.016352804,0.014697946,0.019888555,0.09436414,0.010808157,0.0041806263,0.0015866371,0.0010920801,0.000000034163426,0.020940183,0.0019047874,0.0012566106,0.00012158958,0,0.0005610896,0.0000076237319,0.000004542797,0.00058028908,-0.23789191,-0.038743527,0.12156484,-0.14572285,-0.081314883,0.0063245047,-0.1,-0.5379162,0,0.43402542,0.15844385,-0.26347873,0.059931941
2063,5.5912417,0,0.025655,5.5655867,5.9482628,5.7944936,5.633004,4.3530331,1.2125536,0.92849364,0.35147724,0.1614896,0.15376922,0.0090197565,0.0025743782,0.00010746759,0.0047641267,0.0055562264,0.0016131598,0.029968917,0.061872417,0.014398602,0.0003761723,0.016254829,0.014983543,0.019375784,0.0930944,0.01063648,0.0041617035,0.0015853674,0.0010363761,0.000000028457246,0.019588358,0.0018294462,0.0012038474,0.00011471037,0,0.00055080809,0.0000071981222,0.0000044283556,0.00058028908,-0.23661957,-0.038592811,0.1207658,-0.1439811,-0.080932386,0.0061209304,-0.1,-0.5358313,0,0.43463938,0.15978379,-0.26418288,0.05953456
2064,5.7135517,0,0.07252875,5.641023,6.019627,5.8692779,5.7057746,4.4146265,1.2263965,0.93577699,0.35537111,0.16350337,0.1503491,0.0090976095,0.0026038039,0.00010834045,0.0047502666,0.0056210358,0.0016403535,0.030529011,0.062727044,0.014635607,0.00036770988,0.016154717,0.015267872,0.018872894,0.091835265,0.010466717,0.0041427752,0.0015840926,0.00098326375,0.000000023707795,0.018314652,0.0017561973,0.0011530192,0.00010819197,0,0.00054061662,0.0000067953492,0.000004306823,0.00058028908,-0.23534723,-0.038442096,0.11996675,-0.14223936,-0.080549889,0.0059173561,-0.1,-0.53373899,0,0.43516703,0.16105108,-0.26487311,0.059137179
2065,5.8620638,0,0.14625187,5.7158119,6.0904822,5.943453,5.7779533,4.4760619,1.23975,0.94263696,0.35925449,0.16549966,0.14702925,0.0091755058,0.0026332985,0.00010921236,0.0047363533,0.0056865488,0.0016677343,0.031086503,0.063571957,0.014870635,0.00035945268,0.016051523,0.015550934,0.018378982,0.090584922,0.010298612,0.0041238136,0.0015828106,0.00093256328,0.000000019752145,0.017115145,0.001684982,0.0011040491,0.00010201292,0,0.0005304985,0.0000064139725,0.0000041378176,0.00058028908,-0.2340749,-0.03829138,0.11916771,-0.14049761,-0.080167392,0.0057137818,-0.1,-0.53163919,0,0.43560851,0.16224489,-0.2655494,0.058739798
2066,5.9711564,0,0.18119062,5.7899657,6.1608369,6.017033,5.8495575,4.5373493,1.2526164,0.94908086,0.36312743,0.1674755,0.14380385,0.0092534453,0.002662862,0.00011008333,0.0047223795,0.0057521859,0.001695248,0.03164102,0.064405853,0.015103599,0.00035139066,0.015944704,0.015832728,0.01789347,0.089342215,0.010132001,0.0041048004,0.0015815204,0.00088413241,0.000000016456016,0.015986176,0.0016157735,0.0010568699,0.000096154703,0,0.00052045564,0.0000060527366,0.0000039272794,0.00058028908,-0.23280256,-0.038140664,0.11836866,-0.13875587,-0.079784895,0.0055102075,-0.1,-0.52953185,0,0.43596614,0.16336647,-0.26621177,0.058342417
2067,6.0542617,0,0.19056187,5.8636999,6.2308854,6.0902133,5.92078,4.5986256,1.2650743,0.9551644,0.36698997,0.16943324,0.14067211,0.0093314282,0.0026924943,0.00011095334,0.0047083475,0.0058180651,0.0017229005,0.032192788,0.065229992,0.015334569,0.00034352016,0.015834929,0.016113255,0.017416886,0.088108438,0.0099670478,0.0040857544,0.0015802229,0.00083793085,0.000000013709834,0.014924892,0.0015486349,0.0010114486,0.000090605138,0,0.00051049952,0.0000057108023,0.0000037332564,0.00058028908,-0.23153022,-0.037989949,0.11756961,-0.13701412,-0.079402398,0.0053066332,-0.1,-0.52741691,0,0.43625133,0.16442546,-0.2668602,0.057945036
2068,6.1113656,0,0.17415125,5.9372143,6.3008094,6.1631767,5.9918017,4.6600234,1.2771909,0.96093611,0.37084222,0.17137497,0.13763268,0.0094094543,0.0027221954,0.00011182241,0.0046942596,0.0058842746,0.0017506966,0.032742022,0.066045514,0.015563616,0.0003358374,0.015722762,0.016392516,0.016949645,0.086884691,0.0098038888,0.0040666921,0.0015789193,0.00079390729,0.00000001142211,0.013928336,0.0014836087,0.00096775188,0.000085352088,0,0.00050063962,0.0000053873261,0.0000035646217,0.00058028908,-0.23025788,-0.037839233,0.11677057,-0.13527238,-0.079019901,0.0051030589,-0.1,-0.52529432,0,0.43647393,0.16543031,-0.26749471,0.057547655
