"x1","x2","x3","x4","x5"
9339.54085069488,38051.92526544126,73021.36168323168,48841.96191399172,22683.192489017518
5503.552243836749,22392.020453447854,42063.91584106983,27660.887591535306,12769.153796536715
1060.193633328769,4302.752455122305,7567.969288177279,4738.6630523378635,2139.5193983516438
4497.529222627537,18433.425535157134,37890.76146071168,26847.552250484125,12672.527140795966
4497.529222627537,18433.425535157134,37890.76146071168,26847.552250484125,12672.527140795966
347.0629962866841,1412.2361662271546,2640.921715844753,1731.9371011257792,798.2649427402251
